staff_id,amount,payment_date
1,3.99,"2005-08-02 18:55:15"
1,6.99,"2005-08-17 02:29:41"
1,0.99,"2005-08-17 08:12:20"
1,0.99,"2005-08-17 13:39:32"
1,7.99,"2005-08-21 08:22:56"
1,4.99,"2005-08-21 09:49:28"
1,5.99,"2005-08-23 02:51:24"
1,4.99,"2005-05-30 21:07:15"
1,5.99,"2005-05-31 08:44:29"
1,2.99,"2005-06-18 05:03:36"
1,0.99,"2005-06-19 14:00:26"
1,4.99,"2005-06-20 01:50:56"
1,0.99,"2005-06-20 10:11:53"
1,4.99,"2005-07-08 18:47:38"
1,8.99,"2005-07-09 21:52:05"
1,7.99,"2005-07-10 21:35:12"
1,1.99,"2005-07-11 10:36:28"
1,2.99,"2005-07-11 17:30:58"
1,5.99,"2005-08-01 08:19:53"
1,4.99,"2005-08-01 11:39:26"
1,8.99,"2005-08-18 07:57:14"
1,2.99,"2005-08-18 21:55:01"
1,2.99,"2005-08-20 01:06:04"
1,0.99,"2005-08-20 05:53:31"
1,5.99,"2005-08-21 04:49:48"
1,5.99,"2005-06-17 18:21:35"
1,5.99,"2005-07-05 23:01:21"
1,0.99,"2005-07-07 00:09:02"
1,3.99,"2005-07-08 02:17:12"
1,2.99,"2005-07-09 15:40:46"
1,4.99,"2005-07-11 21:39:46"
1,0.99,"2005-07-12 10:43:53"
1,1.99,"2005-07-29 21:42:49"
1,9.99,"2005-08-02 13:04:12"
1,2.99,"2005-08-18 17:16:01"
1,0.99,"2005-08-21 01:07:11"
1,7.99,"2005-08-22 22:09:09"
1,2.99,"2005-08-23 13:05:10"
1,4.99,"2005-08-23 14:31:19"
1,2.99,"2005-07-07 23:37:00"
1,1.99,"2005-07-08 16:35:44"
1,2.99,"2005-07-10 07:45:40"
1,5.99,"2005-07-11 10:17:29"
1,2.99,"2005-07-28 07:51:56"
1,4.99,"2005-07-30 06:34:07"
1,0.99,"2005-08-01 09:11:25"
1,4.99,"2005-08-01 09:14:00"
1,0.99,"2005-08-17 01:11:53"
1,2.99,"2005-08-18 03:08:10"
1,2.99,"2005-08-18 05:58:40"
1,4.99,"2006-02-14 15:16:03"
1,4.99,"2005-06-16 20:21:53"
1,4.99,"2005-06-17 11:11:14"
1,0.99,"2005-06-19 20:01:59"
1,0.99,"2005-06-20 00:00:55"
1,1.99,"2005-07-07 14:14:13"
1,7.99,"2005-07-09 03:12:52"
1,0.99,"2005-07-09 21:58:57"
1,2.99,"2005-07-10 20:41:09"
1,2.99,"2005-07-28 05:21:42"
1,4.99,"2005-07-31 15:27:07"
1,0.99,"2005-08-02 19:13:39"
1,5.99,"2005-08-22 21:59:29"
1,6.99,"2005-05-30 22:59:12"
1,6.99,"2005-06-15 20:53:07"
1,7.99,"2005-06-17 07:26:45"
1,0.99,"2005-06-20 23:49:12"
1,4.99,"2005-07-08 22:43:05"
1,4.99,"2005-07-27 13:13:32"
1,4.99,"2005-07-28 15:32:07"
1,0.99,"2005-07-29 17:33:45"
1,9.99,"2005-07-30 03:17:13"
1,4.99,"2005-08-01 22:41:16"
1,4.99,"2005-08-20 12:17:27"
1,0.99,"2005-08-22 12:42:47"
1,0.99,"2006-02-14 15:16:03"
1,4.99,"2005-05-30 23:08:03"
1,4.99,"2005-05-31 11:10:17"
1,0.99,"2005-06-21 16:31:27"
1,3.99,"2005-07-06 17:57:54"
1,0.99,"2005-07-09 05:00:39"
1,0.99,"2005-07-09 05:06:24"
1,2.99,"2005-07-12 15:55:39"
1,5.99,"2005-07-31 04:42:46"
1,4.99,"2005-08-18 16:58:48"
1,0.99,"2005-08-23 20:28:44"
1,2.99,"2005-06-17 06:54:42"
1,4.99,"2005-06-18 02:24:01"
1,2.99,"2005-06-20 06:26:57"
1,8.99,"2005-06-20 12:45:33"
1,8.99,"2005-07-11 07:43:08"
1,2.99,"2005-07-12 05:45:47"
1,0.99,"2005-07-12 20:13:45"
1,2.99,"2005-07-12 21:30:41"
1,2.99,"2005-07-28 11:49:53"
1,2.99,"2005-07-29 01:38:53"
1,0.99,"2005-07-31 06:12:08"
1,7.99,"2005-07-31 08:58:40"
1,4.99,"2005-07-31 17:48:51"
1,4.99,"2005-08-02 14:58:41"
1,0.99,"2005-08-20 00:33:19"
1,9.99,"2005-08-21 05:44:07"
1,4.99,"2005-08-22 20:51:24"
1,0.99,"2005-05-26 00:37:28"
1,9.99,"2005-05-27 04:34:41"
1,5.99,"2005-05-28 04:25:33"
1,2.99,"2005-05-28 22:04:30"
1,2.99,"2005-07-06 10:21:49"
1,0.99,"2005-07-08 23:00:07"
1,0.99,"2005-07-09 06:37:07"
1,4.99,"2005-07-09 19:14:32"
1,7.99,"2005-07-10 03:29:48"
1,6.99,"2005-07-28 16:23:01"
1,0.99,"2005-07-28 16:45:11"
1,3.99,"2005-07-29 11:11:33"
1,2.99,"2005-07-31 03:21:16"
1,2.99,"2005-08-01 05:23:00"
1,4.99,"2005-08-02 22:18:24"
1,2.99,"2005-08-18 19:16:47"
1,4.99,"2005-08-20 11:20:12"
1,0.99,"2005-08-22 22:08:11"
1,0.99,"2005-08-23 22:25:26"
1,4.99,"2006-02-14 15:16:03"
1,2.99,"2005-06-18 21:26:56"
1,5.99,"2005-06-20 05:15:37"
1,7.99,"2005-07-06 02:29:21"
1,5.99,"2005-07-07 07:26:19"
1,2.99,"2005-07-10 11:02:03"
1,4.99,"2005-07-27 05:15:37"
1,0.99,"2005-07-28 22:50:50"
1,2.99,"2005-07-31 17:22:35"
1,2.99,"2005-08-02 08:44:18"
1,2.99,"2005-08-02 09:29:11"
1,7.99,"2005-08-17 16:20:37"
1,2.99,"2005-08-18 18:00:23"
1,5.99,"2005-08-19 22:03:46"
1,4.99,"2005-08-20 03:41:41"
1,0.99,"2005-08-22 15:36:04"
1,4.99,"2005-08-23 17:12:31"
1,3.98,"2006-02-14 15:16:03"
1,3.99,"2005-05-27 03:07:10"
1,2.99,"2005-05-28 13:33:23"
1,2.99,"2005-05-31 02:53:36"
1,7.99,"2005-06-17 07:50:53"
1,1.99,"2005-06-18 04:56:12"
1,7.99,"2005-06-20 07:10:09"
1,0.99,"2005-07-06 02:23:39"
1,4.99,"2005-07-11 06:40:31"
1,4.99,"2005-08-18 07:41:43"
1,7.99,"2005-08-18 15:39:46"
1,4.99,"2005-08-19 22:01:42"
1,6.99,"2005-08-20 01:10:27"
1,8.99,"2005-08-21 14:45:34"
1,2.99,"2005-05-28 11:19:53"
1,8.99,"2005-06-19 12:29:08"
1,3.99,"2005-07-10 10:46:57"
1,3.99,"2005-07-10 19:25:21"
1,2.99,"2005-07-28 23:37:33"
1,2.99,"2005-07-30 10:11:52"
1,0.99,"2005-07-30 23:43:32"
1,2.99,"2005-08-20 10:24:41"
1,2.99,"2005-08-20 21:43:44"
1,2.99,"2005-08-21 08:42:26"
1,2.99,"2005-05-25 06:44:53"
1,4.99,"2005-05-25 19:27:51"
1,4.99,"2005-05-29 01:32:10"
1,8.99,"2005-06-20 09:02:51"
1,0.99,"2005-07-12 19:20:45"
1,4.99,"2005-07-29 11:18:01"
1,4.99,"2005-07-30 06:18:38"
1,4.99,"2005-08-01 17:32:53"
1,6.99,"2005-05-26 04:26:06"
1,2.99,"2005-05-27 03:22:30"
1,2.99,"2005-06-19 10:42:59"
1,2.99,"2005-06-19 22:55:37"
1,5.99,"2005-07-30 11:06:23"
1,0.99,"2005-07-30 14:29:29"
1,7.99,"2005-07-31 23:40:35"
1,5.99,"2005-08-17 14:10:22"
1,9.99,"2005-08-18 02:31:18"
1,8.99,"2005-08-20 09:53:44"
1,4.99,"2005-08-21 00:33:03"
1,2.99,"2005-08-22 09:57:16"
1,4.99,"2005-06-21 11:21:38"
1,2.99,"2005-07-07 21:39:45"
1,2.99,"2005-07-10 11:03:20"
1,2.99,"2005-07-11 15:10:18"
1,7.99,"2005-08-01 14:59:50"
1,1.99,"2005-08-02 03:30:24"
1,0.99,"2005-08-17 12:27:55"
1,0.99,"2005-08-18 01:28:15"
1,4.99,"2005-08-19 12:26:32"
1,1.99,"2005-08-22 14:37:22"
1,2.99,"2005-08-23 01:10:42"
1,3.99,"2005-05-26 15:42:20"
1,0.99,"2005-05-28 10:15:04"
1,4.99,"2005-06-18 06:13:41"
1,2.99,"2005-06-18 15:37:55"
1,10.99,"2005-06-21 01:04:35"
1,3.99,"2005-07-10 13:27:40"
1,2.99,"2005-07-10 23:43:23"
1,0.99,"2005-07-28 14:56:54"
1,5.99,"2005-07-31 07:29:25"
1,0.99,"2005-08-01 19:28:47"
1,6.99,"2005-08-18 23:34:22"
1,2.99,"2005-08-19 21:37:57"
1,4.99,"2005-08-19 22:43:38"
1,8.99,"2005-08-20 00:50:54"
1,9.99,"2005-08-20 09:26:14"
1,4.99,"2005-08-20 10:48:43"
1,4.99,"2005-08-22 03:20:26"
1,2.99,"2006-02-14 15:16:03"
1,4.99,"2005-05-27 07:49:43"
1,4.99,"2005-05-28 08:31:36"
1,2.99,"2005-06-21 17:18:01"
1,6.99,"2005-07-09 15:23:42"
1,2.99,"2005-07-10 15:48:19"
1,4.99,"2005-07-27 04:42:08"
1,7.99,"2005-07-28 04:02:58"
1,4.99,"2005-07-31 03:01:11"
1,5.99,"2005-08-17 19:54:54"
1,2.99,"2005-08-17 23:22:46"
1,2.99,"2005-08-20 22:18:53"
1,6.99,"2005-08-21 16:24:43"
1,7.99,"2005-08-22 13:18:25"
1,6.99,"2005-08-23 06:03:31"
1,4.99,"2005-08-23 08:48:43"
1,4.99,"2005-08-23 14:06:19"
1,4.99,"2006-02-14 15:16:03"
1,8.99,"2005-05-25 21:20:03"
1,2.99,"2005-05-28 20:15:30"
1,1.99,"2005-06-19 16:44:35"
1,0.99,"2005-06-19 20:50:01"
1,5.99,"2005-06-20 10:48:56"
1,4.99,"2005-06-20 13:19:58"
1,2.99,"2005-06-21 21:49:18"
1,2.99,"2005-07-11 12:43:07"
1,2.99,"2005-07-11 14:20:18"
1,7.99,"2005-07-27 07:18:46"
1,2.99,"2005-07-28 15:33:03"
1,6.99,"2005-07-31 21:50:24"
1,2.99,"2005-08-02 01:29:57"
1,2.99,"2005-06-16 14:39:31"
1,2.99,"2005-06-17 16:27:51"
1,5.99,"2005-06-18 19:28:02"
1,0.99,"2005-07-09 16:00:34"
1,4.99,"2005-07-12 19:46:29"
1,1.99,"2005-07-27 11:22:17"
1,4.99,"2005-07-30 03:15:37"
1,0.99,"2005-07-31 08:31:18"
1,2.99,"2005-08-02 12:09:45"
1,2.99,"2005-08-18 22:22:45"
1,1.99,"2005-08-19 07:34:53"
1,0.99,"2005-08-19 16:45:59"
1,7.99,"2005-05-25 14:31:25"
1,4.99,"2005-06-15 12:17:34"
1,2.99,"2005-06-15 14:09:55"
1,4.99,"2005-06-20 02:41:28"
1,4.99,"2005-06-21 20:53:31"
1,2.99,"2005-07-07 15:26:31"
1,0.99,"2005-07-07 17:50:27"
1,2.99,"2005-07-10 19:19:43"
1,4.99,"2005-07-12 11:06:17"
1,8.99,"2005-07-30 10:12:01"
1,5.99,"2005-08-01 04:49:06"
1,2.99,"2005-08-02 02:05:59"
1,0.99,"2005-08-17 04:48:05"
1,0.99,"2005-08-19 04:48:48"
1,4.99,"2005-08-21 03:38:27"
1,4.99,"2005-08-21 05:13:16"
1,0.99,"2005-08-23 02:57:30"
1,5.99,"2005-08-23 20:00:30"
1,2.99,"2005-05-29 16:59:44"
1,5.99,"2005-06-15 18:53:14"
1,9.99,"2005-06-17 18:14:08"
1,4.99,"2005-06-19 01:27:46"
1,4.99,"2005-06-19 16:21:19"
1,2.99,"2005-07-07 04:32:28"
1,4.99,"2005-07-07 14:42:04"
1,4.99,"2005-07-07 20:41:03"
1,6.99,"2005-07-07 22:39:02"
1,3.99,"2005-07-08 03:43:22"
1,6.99,"2005-07-08 09:09:46"
1,2.99,"2005-07-09 21:32:29"
1,1.99,"2005-07-11 09:19:31"
1,4.99,"2005-07-29 00:33:36"
1,0.99,"2005-07-30 23:31:40"
1,3.99,"2005-08-01 06:42:20"
1,3.99,"2005-08-02 04:48:11"
1,0.99,"2005-08-02 17:00:12"
1,5.99,"2005-08-17 08:54:30"
1,7.99,"2005-08-21 20:12:30"
1,2.99,"2005-08-22 22:34:44"
1,7.99,"2005-08-23 11:16:29"
1,4.99,"2005-06-15 10:11:42"
1,4.99,"2005-06-19 20:03:29"
1,1.99,"2005-06-20 12:28:59"
1,5.99,"2005-07-08 02:34:51"
1,0.99,"2005-07-10 03:01:19"
1,4.99,"2005-07-10 11:45:48"
1,1.99,"2005-07-28 12:13:42"
1,7.99,"2005-07-31 06:34:55"
1,4.99,"2005-07-31 14:39:52"
1,7.99,"2005-08-01 21:51:15"
1,4.99,"2005-08-02 00:00:33"
1,0.99,"2005-08-02 13:12:17"
1,8.99,"2005-08-17 05:25:57"
1,2.99,"2005-08-18 13:57:50"
1,0.99,"2005-08-22 10:00:04"
1,2.99,"2005-05-30 04:19:55"
1,4.99,"2005-06-16 01:24:08"
1,0.99,"2005-06-21 02:25:00"
1,0.99,"2005-07-06 16:38:14"
1,5.99,"2005-07-10 15:49:12"
1,9.99,"2005-07-27 23:07:40"
1,4.99,"2005-07-29 08:18:20"
1,2.99,"2005-07-30 01:07:12"
1,2.99,"2005-08-02 20:32:55"
1,3.99,"2005-08-17 13:44:49"
1,0.99,"2005-08-18 07:44:05"
1,2.99,"2005-08-18 20:59:17"
1,4.99,"2005-08-23 00:48:29"
1,2.99,"2005-08-23 02:08:40"
1,0.99,"2005-06-19 10:38:42"
1,0.99,"2005-06-19 11:42:20"
1,7.99,"2005-06-19 13:33:06"
1,2.99,"2005-06-19 15:42:07"
1,2.99,"2005-06-21 08:49:16"
1,0.99,"2005-07-07 17:36:56"
1,1.99,"2005-07-10 17:59:29"
1,6.99,"2005-07-27 18:18:41"
1,0.99,"2005-07-27 18:27:13"
1,4.99,"2005-07-31 15:48:54"
1,5.99,"2005-08-01 12:36:09"
1,4.99,"2005-08-02 07:29:10"
1,4.99,"2005-08-18 12:48:22"
1,2.99,"2005-08-18 13:20:13"
1,0.99,"2005-08-19 23:36:25"
1,3.99,"2005-08-20 14:00:25"
1,0.99,"2005-08-21 03:01:45"
1,4.99,"2005-08-21 21:01:19"
1,7.99,"2005-08-22 07:35:56"
1,5.99,"2005-08-22 07:53:00"
1,4.99,"2005-07-06 22:23:02"
1,9.99,"2005-07-09 06:44:30"
1,0.99,"2005-07-09 15:14:08"
1,0.99,"2005-07-11 15:02:02"
1,4.99,"2005-07-28 16:12:53"
1,4.99,"2005-07-28 18:09:48"
1,2.99,"2005-07-29 14:37:30"
1,0.99,"2005-07-31 05:33:48"
1,2.99,"2005-07-31 17:40:35"
1,6.99,"2005-08-01 01:57:48"
1,2.99,"2005-08-18 03:27:11"
1,2.99,"2005-08-18 14:29:37"
1,0.99,"2005-08-19 23:35:44"
1,4.99,"2005-08-20 08:50:39"
1,0.99,"2005-08-21 08:37:15"
1,2.99,"2005-08-21 17:18:33"
1,4.99,"2005-08-22 10:39:51"
1,4.99,"2005-08-23 04:17:56"
1,1.99,"2005-06-16 23:20:16"
1,0.99,"2005-06-18 03:57:36"
1,7.99,"2005-06-18 15:49:48"
1,0.99,"2005-06-19 01:20:00"
1,0.99,"2005-06-21 00:38:47"
1,4.99,"2005-07-06 10:12:45"
1,6.99,"2005-07-07 07:15:35"
1,3.99,"2005-07-11 12:34:56"
1,1.99,"2005-07-27 01:23:24"
1,0.99,"2005-08-18 08:26:05"
1,2.99,"2005-07-06 00:11:13"
1,2.99,"2005-07-07 22:48:34"
1,9.99,"2005-07-09 15:57:15"
1,0.99,"2005-07-10 13:13:18"
1,2.99,"2005-07-10 23:22:01"
1,3.99,"2005-07-11 07:58:07"
1,6.99,"2005-07-27 04:34:07"
1,5.99,"2005-07-27 23:23:36"
1,2.99,"2005-07-28 07:26:14"
1,4.99,"2005-08-02 09:22:25"
1,8.99,"2005-08-20 10:31:23"
1,1.99,"2005-08-20 17:16:10"
1,0.99,"2005-08-20 23:18:54"
1,2.99,"2005-05-26 02:28:36"
1,10.99,"2005-06-15 09:46:33"
1,5.99,"2005-07-07 06:01:48"
1,0.99,"2005-07-09 20:49:12"
1,4.99,"2005-07-10 11:14:48"
1,4.99,"2005-07-28 14:53:06"
1,4.99,"2005-07-30 06:31:45"
1,1.99,"2005-07-30 14:26:11"
1,4.99,"2005-08-02 00:27:12"
1,7.99,"2005-08-19 16:25:00"
1,2.99,"2005-08-20 14:50:57"
1,7.99,"2005-08-20 18:11:44"
1,0.99,"2005-08-20 20:12:19"
1,0.99,"2005-08-21 18:29:13"
1,5.99,"2005-08-22 11:43:04"
1,0.99,"2006-02-14 15:16:03"
1,4.99,"2005-06-17 04:29:58"
1,0.99,"2005-06-20 20:35:28"
1,2.99,"2005-07-06 20:09:11"
1,4.99,"2005-07-09 10:22:31"
1,0.99,"2005-07-27 21:20:52"
1,3.99,"2005-07-30 11:17:33"
1,0.99,"2005-08-01 11:52:32"
1,4.99,"2005-08-01 14:58:14"
1,2.99,"2005-08-16 23:18:47"
1,2.99,"2005-08-18 16:42:45"
1,0.99,"2005-08-18 18:36:16"
1,4.99,"2005-08-19 21:21:47"
1,5.99,"2005-08-21 20:32:08"
1,6.99,"2005-05-27 15:34:01"
1,0.99,"2005-06-16 04:09:08"
1,2.99,"2005-06-17 10:47:24"
1,4.99,"2005-06-18 03:50:18"
1,0.99,"2005-06-18 03:52:14"
1,2.99,"2005-06-19 16:15:56"
1,2.99,"2005-07-09 01:46:45"
1,5.99,"2005-07-10 21:26:31"
1,0.99,"2005-07-10 23:47:08"
1,5.99,"2005-07-11 09:13:08"
1,4.99,"2005-07-11 22:44:34"
1,4.99,"2005-07-12 05:39:50"
1,4.99,"2005-07-12 05:56:38"
1,4.99,"2005-07-27 06:54:12"
1,6.99,"2005-07-29 22:20:21"
1,5.99,"2005-07-30 04:03:58"
1,6.99,"2005-07-31 02:59:20"
1,1.99,"2005-08-02 15:32:32"
1,7.99,"2005-08-02 20:59:52"
1,4.99,"2005-08-17 04:50:56"
1,4.99,"2005-08-17 21:02:19"
1,2.99,"2005-08-20 10:31:01"
1,0.99,"2005-08-21 00:53:09"
1,0.99,"2005-05-27 04:53:11"
1,0.99,"2005-05-29 04:35:29"
1,0.99,"2005-07-09 20:07:09"
1,6.99,"2005-07-27 09:06:13"
1,0.99,"2005-07-28 01:35:17"
1,2.99,"2005-07-29 05:52:50"
1,4.99,"2005-07-30 03:20:38"
1,2.99,"2005-07-30 18:52:19"
1,0.99,"2005-08-02 03:48:17"
1,4.99,"2005-08-17 12:06:54"
1,4.99,"2005-08-20 08:30:54"
1,9.99,"2005-08-21 19:15:33"
1,0.99,"2005-05-25 03:21:20"
1,2.99,"2005-05-30 11:58:50"
1,4.99,"2005-06-16 04:44:23"
1,5.99,"2005-07-06 11:40:27"
1,5.99,"2005-07-09 21:02:26"
1,9.99,"2005-07-29 06:54:48"
1,5.99,"2005-07-31 02:36:11"
1,2.99,"2005-08-01 12:22:41"
1,3.99,"2005-08-02 10:39:43"
1,7.99,"2005-08-19 09:21:10"
1,0.99,"2005-08-20 23:42:46"
1,3.99,"2005-08-22 09:03:44"
1,0.99,"2005-08-23 17:32:19"
1,1.99,"2005-06-19 02:49:55"
1,5.99,"2005-07-07 11:23:48"
1,4.99,"2005-07-07 16:36:16"
1,2.99,"2005-07-09 14:31:24"
1,2.99,"2005-07-10 16:10:39"
1,5.99,"2005-07-12 19:59:25"
1,0.99,"2005-07-27 00:10:49"
1,0.99,"2005-07-28 07:28:16"
1,0.99,"2005-07-30 15:25:19"
1,4.99,"2005-07-31 04:21:08"
1,2.99,"2005-08-02 17:13:26"
1,4.99,"2005-08-17 12:20:01"
1,4.99,"2005-08-21 16:03:01"
1,6.99,"2005-08-22 00:25:59"
1,2.99,"2005-08-23 09:02:04"
1,5.99,"2005-08-23 11:55:50"
1,5.99,"2005-06-16 07:49:08"
1,4.99,"2005-06-17 04:51:43"
1,4.99,"2005-06-19 08:49:53"
1,4.99,"2005-06-20 01:06:34"
1,5.99,"2005-07-07 22:06:24"
1,4.99,"2005-07-09 22:22:10"
1,2.99,"2005-07-11 03:21:05"
1,2.99,"2005-07-29 21:29:58"
1,1.99,"2005-07-30 21:24:22"
1,4.99,"2005-07-31 06:00:21"
1,0.99,"2005-07-31 21:36:07"
1,4.99,"2005-08-01 02:39:12"
1,9.99,"2005-08-01 15:44:43"
1,4.99,"2005-05-25 21:19:53"
1,4.99,"2005-06-20 09:12:12"
1,0.99,"2005-06-21 18:39:34"
1,5.99,"2005-07-10 18:40:09"
1,0.99,"2005-07-12 03:15:45"
1,8.99,"2005-07-30 06:59:55"
1,1.99,"2005-07-31 16:53:43"
1,2.99,"2005-08-01 08:58:08"
1,6.99,"2005-08-19 13:07:12"
1,0.99,"2005-08-19 21:31:45"
1,5.99,"2005-08-20 14:23:20"
1,2.99,"2005-08-20 17:58:11"
1,6.99,"2005-08-21 06:01:08"
1,2.99,"2005-08-22 16:06:49"
1,4.99,"2005-06-19 03:24:17"
1,4.99,"2005-07-08 04:06:55"
1,2.99,"2005-07-08 05:49:14"
1,4.99,"2005-07-27 00:40:01"
1,1.99,"2005-07-27 20:57:07"
1,0.99,"2005-07-28 18:34:20"
1,6.99,"2005-07-28 20:01:23"
1,2.99,"2005-07-29 17:30:06"
1,2.99,"2005-07-31 19:27:02"
1,7.99,"2005-07-31 23:27:31"
1,5.99,"2005-08-02 00:00:54"
1,2.99,"2006-02-14 15:16:03"
1,5.99,"2005-05-28 17:46:57"
1,3.99,"2005-06-17 23:57:34"
1,4.99,"2005-06-18 08:27:33"
1,2.99,"2005-07-11 10:59:59"
1,2.99,"2005-07-12 16:52:13"
1,0.99,"2005-07-26 22:52:32"
1,3.99,"2005-07-27 16:25:11"
1,0.99,"2005-07-28 16:51:58"
1,6.99,"2005-07-28 18:32:40"
1,2.99,"2005-07-28 21:23:33"
1,3.99,"2005-07-29 09:10:41"
1,5.99,"2005-08-02 02:54:53"
1,4.99,"2005-08-18 12:25:16"
1,7.99,"2005-08-21 12:50:33"
1,2.99,"2005-08-23 00:42:49"
1,5.98,"2006-02-14 15:16:03"
1,0.00,"2006-02-14 15:16:03"
1,4.99,"2005-05-28 20:08:47"
1,2.99,"2005-07-08 02:07:50"
1,4.99,"2005-07-09 09:00:11"
1,4.99,"2005-07-09 19:59:10"
1,2.99,"2005-07-10 16:34:02"
1,3.99,"2005-07-12 01:36:46"
1,4.99,"2005-07-27 14:32:32"
1,4.99,"2005-07-30 12:43:58"
1,4.99,"2005-08-17 09:11:52"
1,2.99,"2005-08-21 05:29:55"
1,4.99,"2005-08-21 19:19:21"
1,0.00,"2006-02-14 15:16:03"
1,0.99,"2005-05-25 03:47:12"
1,4.99,"2005-05-25 16:50:20"
1,2.99,"2005-05-27 13:57:38"
1,2.99,"2005-05-30 10:19:42"
1,3.99,"2005-06-15 21:56:39"
1,2.99,"2005-06-18 14:25:29"
1,3.99,"2005-06-19 19:40:27"
1,3.99,"2005-07-10 03:01:09"
1,8.99,"2005-07-10 14:08:49"
1,0.99,"2005-07-27 20:51:49"
1,4.99,"2005-07-29 23:58:19"
1,2.99,"2005-08-02 17:53:36"
1,4.99,"2005-08-18 13:17:07"
1,6.99,"2005-08-19 00:16:54"
1,4.99,"2005-06-16 20:41:57"
1,3.99,"2005-06-21 15:11:02"
1,0.99,"2005-07-08 18:27:28"
1,6.99,"2005-07-09 10:07:27"
1,7.99,"2005-07-09 20:11:49"
1,0.99,"2005-07-10 06:31:37"
1,9.99,"2005-07-27 00:15:35"
1,2.99,"2005-07-27 17:39:12"
1,3.99,"2005-07-28 13:47:21"
1,2.99,"2005-08-01 11:22:20"
1,8.99,"2005-08-02 05:04:18"
1,4.99,"2005-08-02 05:51:10"
1,2.99,"2005-08-17 08:09:00"
1,3.99,"2005-08-19 20:18:39"
1,6.99,"2005-08-21 16:52:03"
1,10.99,"2005-08-23 14:47:26"
1,2.99,"2005-05-30 14:47:31"
1,4.99,"2005-06-14 23:17:03"
1,2.99,"2005-06-18 02:10:42"
1,4.99,"2005-07-06 20:18:50"
1,0.99,"2005-07-27 14:11:45"
1,2.99,"2005-07-31 20:16:21"
